Message,Label,Attack Technique,data-type,extracted
"Aug 29 18:47:01 axcf2152 crond[15287]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:47:01 axcf2152 crond[15288]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:47:01 axcf2152 crond[15285]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:47:01 axcf2152 CROND[15290]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:47:01 axcf2152 CROND[15291]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:47:01 axcf2152 CROND[15293]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:47:01 axcf2152 CROND[15292]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:47:01 axcf2152 CROND[15294]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:47:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:47:02 axcf2152 CROND[15287]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:47:02 axcf2152 CROND[15287]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:47:02 axcf2152 root: [2024-08-29 18:47:02] Firewall settings have changed. Firewall status: OFF
",0,0,2,"['root', 'Firewall', 'Firewall', 'changed']"
"Aug 29 18:47:02 axcf2152 CROND[15289]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:47:02 axcf2152 CROND[15289]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:47:02 axcf2152 CROND[15285]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:47:02 axcf2152 CROND[15285]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:47:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:47:02 axcf2152 root: [2024-08-29 18:47:02] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0,2,"['fibofiled.sh', 'fibofiled.sh', 'root', 'root']"
"Aug 29 18:47:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:47:02 axcf2152 root: [2024-08-29 18:47:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0,2,"['file_monit.sh', 'file_monit.sh', 'root', 'root']"
"Aug 29 18:47:02 axcf2152 root: [2024-08-29 18:47:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0,2,"['system_log.sh', 'system_log.sh', 'root', 'root']"
"Aug 29 18:47:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:47:03 axcf2152 root: [2024-08-29 18:47:02] Script executed: PID=15290, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:47:03 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:47:03 axcf2152 root: [2024-08-29 18:47:03] Script executed: PID=15291, Command=cron_monit.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root', 'root']"
"Aug 29 18:47:03 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:47:03 axcf2152 root: [2024-08-29 18:47:03] Script executed: PID=15292, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:47:03 axcf2152 CROND[15288]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:47:03 axcf2152 CROND[15288]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:47:03 axcf2152 root: [2024-08-29 18:47:03] Script executed: PID=15294, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0,2,"['bash_access.sh', 'bash_access.sh', 'root']"
"Aug 29 18:47:03 axcf2152 root: [2024-08-29 18:47:03] Script executed: PID=15295, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:47:03 axcf2152 root: [2024-08-29 18:47:03] Script executed: PID=15303, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:47:03 axcf2152 CROND[15286]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:47:03 axcf2152 CROND[15286]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:48:01 axcf2152 crond[15673]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:48:01 axcf2152 crond[15676]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:48:01 axcf2152 crond[15675]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:48:01 axcf2152 crond[15674]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:48:01 axcf2152 crond[15672]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:48:01 axcf2152 CROND[15678]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:48:01 axcf2152 CROND[15677]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:48:01 axcf2152 CROND[15680]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:48:01 axcf2152 CROND[15679]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:48:01 axcf2152 CROND[15681]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:48:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 CROND[15674]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:48:02 axcf2152 CROND[15674]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:48:02 axcf2152 root: [2024-08-29 18:48:02] Firewall settings have changed. Firewall status: OFF
",0,0,2,"['root', 'Firewall', 'Firewall', 'changed']"
"Aug 29 18:48:02 axcf2152 CROND[15676]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:48:02 axcf2152 CROND[15676]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:48:02 axcf2152 CROND[15672]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:48:02 axcf2152 CROND[15672]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:48:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 root: [2024-08-29 18:48:02] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0,2,"['fibofiled.sh', 'fibofiled.sh', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 root: [2024-08-29 18:48:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0,2,"['file_monit.sh', 'file_monit.sh', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 root: [2024-08-29 18:48:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0,2,"['system_log.sh', 'system_log.sh', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 root: [2024-08-29 18:48:02] Script executed: PID=15677, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:48:02 axcf2152 CROND[15675]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:48:02 axcf2152 CROND[15675]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:48:02 axcf2152 root: [2024-08-29 18:48:02] Script executed: PID=15678, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:48:03 axcf2152 root: [2024-08-29 18:48:02] Script executed: PID=15679, Command=c2_monit.sh, User=, Args=[c2_monit.sh]
",0,0,2,"['c2_monit.sh', 'c2_monit.sh', 'root']"
"Aug 29 18:48:03 axcf2152 root: [2024-08-29 18:48:03] Script executed: PID=15680, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:48:03 axcf2152 root: [2024-08-29 18:48:03] Script executed: PID=15681, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0,2,"['bash_access.sh', 'bash_access.sh', 'root']"
"Aug 29 18:48:03 axcf2152 root: [2024-08-29 18:48:03] Script executed: PID=15682, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:48:03 axcf2152 root: [2024-08-29 18:48:03] Script executed: PID=15688, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:48:03 axcf2152 CROND[15673]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:48:03 axcf2152 CROND[15673]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 crond[16125]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 crond[16128]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 crond[16127]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 crond[16126]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 crond[16124]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 CROND[16129]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16130]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16131]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16133]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16132]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16126]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16126]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:49:01 axcf2152 root: [2024-08-29 18:49:01] Firewall settings have changed. Firewall status: OFF
",0,0,2,"['root', 'Firewall', 'Firewall', 'changed']"
"Aug 29 18:49:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16128]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:49:01 axcf2152 CROND[16128]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:49:02 axcf2152 CROND[16124]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:49:02 axcf2152 CROND[16124]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:49:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0,2,"['fibofiled.sh', 'fibofiled.sh', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0,2,"['file_monit.sh', 'file_monit.sh', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0,2,"['system_log.sh', 'system_log.sh', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 CROND[16127]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:49:02 axcf2152 CROND[16127]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:49:02 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=16129, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:49:02 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=16130, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:49:02 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=16133, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0,2,"['bash_access.sh', 'bash_access.sh', 'root']"
"Aug 29 18:49:03 axcf2152 root: [2024-08-29 18:49:02] Script executed: PID=16137, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:49:03 axcf2152 root: [2024-08-29 18:49:03] Script executed: PID=16140, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:49:03 axcf2152 CROND[16125]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:49:03 axcf2152 CROND[16125]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 crond[16568]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 crond[16571]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 crond[16569]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 crond[16567]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 crond[16570]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 CROND[16573]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16572]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16575]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16576]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16574]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16569]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16569]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:50:01 axcf2152 root: [2024-08-29 18:50:01] Firewall settings have changed. Firewall status: OFF
",0,0,2,"['root', 'Firewall', 'Firewall', 'changed']"
"Aug 29 18:50:01 axcf2152 CROND[16571]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16571]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 CROND[16567]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:50:01 axcf2152 CROND[16567]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:50:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:50:01 axcf2152 root: [2024-08-29 18:50:01] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0,2,"['fibofiled.sh', 'fibofiled.sh', 'root', 'root']"
"Aug 29 18:50:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:01] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0,2,"['file_monit.sh', 'file_monit.sh', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0,2,"['system_log.sh', 'system_log.sh', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=16572, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0,2,"['cron', 'root', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=16573, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:50:02 axcf2152 CROND[16570]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:50:02 axcf2152 CROND[16570]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=16575, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0,2,"['bash_access.sh', 'bash_access.sh', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=16576, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=16578, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0,2,"['cron_monit.sh', 'cron_monit.sh', 'root']"
"Aug 29 18:50:02 axcf2152 root: [2024-08-29 18:50:02] Script executed: PID=16586, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0,2,"['bash_monitor.sh', 'bash_monitor.sh', 'root', 'root']"
"Aug 29 18:50:02 axcf2152 CROND[16568]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:50:02 axcf2152 CROND[16568]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:51:01 axcf2152 crond[16958]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:51:01 axcf2152 crond[16961]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:51:01 axcf2152 crond[16959]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:51:01 axcf2152 crond[16957]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:51:01 axcf2152 crond[16960]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0,2,['root']
"Aug 29 18:51:01 axcf2152 CROND[16962]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0,2,"['bash_monitor.sh', 'root']"
"Aug 29 18:51:01 axcf2152 CROND[16963]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0,2,"['cron_monit.sh', 'root']"
"Aug 29 18:51:01 axcf2152 CROND[16964]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0,2,"['firewall_monit.sh', 'root']"
"Aug 29 18:51:01 axcf2152 CROND[16965]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:51:02 axcf2152 CROND[16966]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
"Aug 29 18:51:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0,2,"['root', 'root', 'root']"
"Aug 29 18:51:02 axcf2152 CROND[16959]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0,2,"['c2_monit.sh', 'root']"
"Aug 29 18:51:02 axcf2152 CROND[16959]: pam_unix(crond:session): session closed for user root
",0,0,2,['root']
"Aug 29 18:51:02 axcf2152 root: [2024-08-29 18:51:02] Firewall settings have changed. Firewall status: OFF
",0,0,2,"['root', 'Firewall', 'Firewall', 'changed']"
"Aug 29 18:51:02 axcf2152 CROND[16957]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0,2,"['bash_access.sh', 'root']"
