Message,Label,Attack Technique
"Aug 29 17:33:03 axcf2152 CROND[15348]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:33:03 axcf2152 CROND[15348]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:33:03 axcf2152 root: [2024-08-29 17:33:03] Script executed: PID=15352, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0
"Aug 29 17:33:03 axcf2152 root: [2024-08-29 17:33:03] Script executed: PID=15354, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0
"Aug 29 17:33:03 axcf2152 root: [2024-08-29 17:33:03] Script executed: PID=15362, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:33:03 axcf2152 CROND[15346]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:33:03 axcf2152 CROND[15346]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:34:01 axcf2152 crond[15791]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:34:01 axcf2152 crond[15794]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:34:01 axcf2152 crond[15793]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:34:01 axcf2152 crond[15792]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:34:01 axcf2152 crond[15790]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15795]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15796]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15797]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15799]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15798]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15792]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:34:01 axcf2152 CROND[15792]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:34:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:01] Firewall settings have changed. Firewall status: OFF
",0,0
"Aug 29 17:34:02 axcf2152 CROND[15790]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:34:02 axcf2152 CROND[15790]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:34:02 axcf2152 CROND[15794]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:34:02 axcf2152 CROND[15794]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:34:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:01] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:34:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0
"Aug 29 17:34:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=15795, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:34:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=15796, Command=cron_monit.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:34:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:34:02 axcf2152 CROND[15793]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:34:02 axcf2152 CROND[15793]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=15797, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0
"Aug 29 17:34:02 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=15799, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0
"Aug 29 17:34:03 axcf2152 root: [2024-08-29 17:34:02] Script executed: PID=15805, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:34:03 axcf2152 root: [2024-08-29 17:34:03] Script executed: PID=15806, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:34:03 axcf2152 CROND[15791]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:34:03 axcf2152 CROND[15791]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:34:18 axcf2152 bash[16005]: CMD: ps aux | USER: root | CWD: /opt/plcnext/projects/Services/DataLogger
",0,0
"Aug 29 17:34:18 axcf2152 bash[16011]: CMD: ps aux | USER: root | CWD: /opt/plcnext/projects/Services/DataLogger
",0,0
"Aug 29 17:34:18 axcf2152 bash[16017]: CMD: ps aux | USER: root | CWD: /opt/plcnext/projects/Services/DataLogger
",0,0
"Aug 29 17:35:01 axcf2152 crond[16260]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:35:01 axcf2152 crond[16258]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:35:01 axcf2152 crond[16256]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:35:01 axcf2152 crond[16257]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:35:01 axcf2152 crond[16259]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16262]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16264]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16263]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16266]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16267]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16258]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16258]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:35:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16256]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16256]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:35:01 axcf2152 root: [2024-08-29 17:35:01] Firewall settings have changed. Firewall status: OFF
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16260]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:35:01 axcf2152 CROND[16260]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:35:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:35:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:35:01 axcf2152 root: [2024-08-29 17:35:01] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:01] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0
"Aug 29 17:35:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0
"Aug 29 17:35:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:35:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=16263, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0
"Aug 29 17:35:02 axcf2152 CROND[16259]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:35:02 axcf2152 CROND[16259]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=16264, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=16266, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=16267, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=16277, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:35:02 axcf2152 root: [2024-08-29 17:35:02] Script executed: PID=16278, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:35:02 axcf2152 CROND[16257]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:35:02 axcf2152 CROND[16257]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:35:57 axcf2152 Arp.System.Application: Arp.System.Watchdog.Internal.SystemWatchdogRebootCounter INFO - WaitForResetRebootCounterThreadBody reboot counter resetted, more than 60 minutes in run mode
",0,0
"Aug 29 17:36:01 axcf2152 crond[16704]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:36:01 axcf2152 crond[16707]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:36:01 axcf2152 crond[16706]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:36:01 axcf2152 crond[16705]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:36:01 axcf2152 crond[16703]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16709]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16708]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16710]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16711]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16712]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16705]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16705]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:36:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:36:02 axcf2152 root: [2024-08-29 17:36:02] Firewall settings have changed. Firewall status: OFF
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16707]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16707]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:36:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16703]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:36:02 axcf2152 CROND[16703]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:36:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:36:02 axcf2152 root: [2024-08-29 17:36:02] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:36:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:36:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:36:03 axcf2152 root: [2024-08-29 17:36:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0
"Aug 29 17:36:03 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:36:03 axcf2152 CROND[16706]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:36:03 axcf2152 CROND[16706]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:36:03 axcf2152 root: [2024-08-29 17:36:03] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0
"Aug 29 17:36:03 axcf2152 root: [2024-08-29 17:36:03] Script executed: PID=16710, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0
"Aug 29 17:36:03 axcf2152 root: [2024-08-29 17:36:03] Script executed: PID=16711, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:36:03 axcf2152 root: [2024-08-29 17:36:03] Script executed: PID=16712, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:36:03 axcf2152 root: [2024-08-29 17:36:03] Script executed: PID=16726, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:36:03 axcf2152 CROND[16704]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:36:03 axcf2152 CROND[16704]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:37:01 axcf2152 crond[17090]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:37:01 axcf2152 crond[17088]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:37:01 axcf2152 crond[17086]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:37:01 axcf2152 crond[17087]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:37:01 axcf2152 crond[17089]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:37:01 axcf2152 CROND[17091]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:37:01 axcf2152 CROND[17093]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:37:01 axcf2152 CROND[17092]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:37:01 axcf2152 CROND[17094]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:37:01 axcf2152 CROND[17096]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17088]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17088]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:37:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Firewall settings have changed. Firewall status: OFF
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17086]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17086]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17090]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17090]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:37:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:37:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0
"Aug 29 17:37:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0
"Aug 29 17:37:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Script executed: PID=17091, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0
"Aug 29 17:37:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Script executed: PID=17094, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17089]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:37:02 axcf2152 CROND[17089]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:37:02 axcf2152 root: [2024-08-29 17:37:02] Script executed: PID=17096, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:37:03 axcf2152 root: [2024-08-29 17:37:03] Script executed: PID=17106, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:37:03 axcf2152 root: [2024-08-29 17:37:03] Script executed: PID=17108, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:37:03 axcf2152 CROND[17087]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:37:03 axcf2152 CROND[17087]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:38:01 axcf2152 crond[17530]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:38:01 axcf2152 crond[17533]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:38:01 axcf2152 crond[17532]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:38:01 axcf2152 crond[17531]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:38:01 axcf2152 crond[17529]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17534]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17535]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17537]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17538]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17536]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:38:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17529]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17529]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17531]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17531]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:38:01 axcf2152 root: [2024-08-29 17:38:01] Firewall settings have changed. Firewall status: OFF
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17533]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:38:01 axcf2152 CROND[17533]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:38:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:38:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:01] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:38:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:02] Script executed: PID=2464, Command=file_monit.sh, User=root, Args=/bin/bash ./file_monit.sh
",0,0
"Aug 29 17:38:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:38:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:02] Script executed: PID=2476, Command=system_log.sh, User=root, Args=/bin/bash ./system_log.sh
",0,0
"Aug 29 17:38:02 axcf2152 CROND[17532]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:38:02 axcf2152 CROND[17532]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:02] Script executed: PID=17534, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:02] Script executed: PID=17535, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:02] Script executed: PID=17536, Command=firewall_monit., User=, Args=/bin/bash /opt/plcnext/master/scripts/firewall_monit.sh
",0,0
"Aug 29 17:38:02 axcf2152 root: [2024-08-29 17:38:02] Script executed: PID=17546, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:38:02 axcf2152 CROND[17530]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:38:02 axcf2152 CROND[17530]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:39:01 axcf2152 crond[17971]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:39:01 axcf2152 crond[17975]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:39:01 axcf2152 crond[17974]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:39:01 axcf2152 crond[17973]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:39:01 axcf2152 crond[17972]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:39:01 axcf2152 CROND[17976]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:39:01 axcf2152 CROND[17977]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:39:01 axcf2152 CROND[17979]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:39:01 axcf2152 CROND[17978]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:39:01 axcf2152 CROND[17980]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:39:02 axcf2152 CROND[17971]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:39:02 axcf2152 CROND[17971]: pam_unix(crond:session): session closed for user root
",0,0
